Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration,Utterance_Length
4286,"Well, I dont think this, y'know.",Frank,neutral,neutral,439,0,3,5,1900-01-01 00:13:10.539,1900-01-01 00:13:13.541,3.002,6
4287,"No, no, no, I wouldnt do you myself, I mean that would be weird.",Phoebe,disgust,negative,439,1,3,5,1900-01-01 00:13:13.709,1900-01-01 00:13:17.837,4.128,14
4288,"Yeah, no, Ill get one of the other girls to do it.",Phoebe,neutral,neutral,439,2,3,5,1900-01-01 00:13:19.256,1900-01-01 00:13:21.174,1.918,12
4289,"Oh, this will be so much fun!",Phoebe,joy,positive,439,3,3,5,1900-01-01 00:13:21.342,1900-01-01 00:13:22.764,1.422,7
4292,"Yeah! Hey, do Monica and Rachel work there?",Frank,neutral,neutral,439,6,3,5,1900-01-01 00:13:29.266,1900-01-01 00:13:32.227,2.961,8
4293,"Ok, so now we need, um sage branches and the sacramental wine.",Phoebe,neutral,neutral,440,0,1,14,1900-01-01 00:12:37.173,1900-01-01 00:12:42.093,4.92,12
4294,"All I have is, is oregano and a",Monica,neutral,neutral,440,1,1,14,1900-01-01 00:12:44.180,1900-01-01 00:12:46.473,2.293,8
4295,"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man.",Phoebe,joy,positive,440,2,1,14,1900-01-01 00:12:46.891,1900-01-01 00:12:56.941,10.05,15
4296,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",Rachel,neutral,neutral,440,3,1,14,1900-01-01 00:13:02.740,1900-01-01 00:13:07.160,4.42,19
4297,Can we just start throwing things in?,Monica,neutral,neutral,440,4,1,14,1900-01-01 00:13:08.871,1900-01-01 00:13:12.332,3.461,7
4298,"Ok, yeah, ok.  Oh, OK.",Phoebe,neutral,neutral,440,5,1,14,1900-01-01 00:13:12.500,1900-01-01 00:13:15.210,2.71,5
4299,"Ok, Barry's letters. Adam Ritter's boxer shorts.",Rachel,neutral,neutral,440,6,1,14,1900-01-01 00:13:16.003,1900-01-01 00:13:21.633,5.63,7
4300,"Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.",Phoebe,neutral,neutral,440,7,1,14,1900-01-01 00:13:21.884,1900-01-01 00:13:25.929,4.045,15
4301,"Look, here's a picture of Scotty Jared naked.",Monica,neutral,neutral,440,8,1,14,1900-01-01 00:13:30.059,1900-01-01 00:13:33.353,3.294,8
4302,Hey he's wearing a sweater.,Rachel,surprise,positive,440,9,1,14,1900-01-01 00:13:33.729,1900-01-01 00:13:35.188,1.459,5
4305,And here we have the last of Paulo's grappa.,Rachel,neutral,neutral,440,12,1,14,1900-01-01 00:13:41.111,1900-01-01 00:13:44.906,3.795,9
4306,"Hey, Rachel, isn't that stuff almost pure...",Monica,neutral,neutral,440,13,1,14,1900-01-01 00:13:45.157,1900-01-01 00:13:46.658,1.501,7
4307,"Mona?  Okay, if I were a salmon shirt, where would I be?",Ross,neutral,neutral,441,0,8,17,1900-01-01 00:10:59.325,1900-01-01 00:11:02.786,3.461,12
4308,I am so sorry I spilled wine all over your shirt.,Mona,sadness,negative,441,1,8,17,1900-01-01 00:11:10.086,1900-01-01 00:11:13.505,3.419,11
4310,"No, its still wet.",Mona,joy,positive,441,3,8,17,1900-01-01 00:11:15.345,1900-01-01 00:11:16.682,1.337,4
4312,Let me get it out before it sets.,Mona,neutral,neutral,441,4,8,17,1900-01-01 00:11:16.801,1900-01-01 00:11:18.470,1.669,8
4313,"Ooh, I have something you can wear.",Mona,neutral,neutral,441,5,8,17,1900-01-01 00:11:18.470,1900-01-01 00:11:20.915,2.445,7
4315,"Oh umm, I-I dont know if I want to wear a womans shirt.",Mona's Date,sadness,negative,441,7,8,17,1900-01-01 00:11:26.977,1900-01-01 00:11:28.853,1.876,13
4316,No-no thats a mans shirt.,Mona,neutral,neutral,441,8,8,17,1900-01-01 00:11:31.524,1900-01-01 00:11:33.026,1.502,5
4320,It's a kitchen slash bathroom.,Chandler,neutral,neutral,442,2,5,7,1900-01-01 00:14:12.726,1900-01-01 00:14:15.311,2.585,5
4321,"All right, I see what you guys are saying. I'll uh, I'll go downstairs and fill out an application.",Ross,neutral,neutral,442,3,5,7,1900-01-01 00:14:18.274,1900-01-01 00:14:24.028,5.754,19
4322,We are bad people.,Chandler,disgust,negative,442,4,5,7,1900-01-01 00:14:28.492,1900-01-01 00:14:30.618,2.126,4
4323,He knew we were trying to get rid of him. He knew!  You think we could get a bathtub in our kitchen?,Joey,surprise,negative,442,5,5,7,1900-01-01 00:14:31.453,1900-01-01 00:14:39.127,7.674,22
4325,Lets get the show on it!,Monica,joy,positive,443,0,3,17,1900-01-01 00:01:44.145,1900-01-01 00:01:47.648,3.503,6
4327,"Oh Rachel, I know the best coffee house and its sooo close.",Monica,neutral,neutral,443,2,3,17,1900-01-01 00:01:49.067,1900-01-01 00:01:51.151,2.084,12
4329,"Oh, hey, look, I found coffee!  Okay, lets skedaddle.",Phoebe,neutral,neutral,443,4,3,17,1900-01-01 00:01:53.655,1900-01-01 00:01:57.449,3.794,9
4330,"Wait, Im not just gonna drink somebodys old coffee.",Rachel,neutral,neutral,443,5,3,17,1900-01-01 00:01:57.659,1900-01-01 00:02:00.160,2.501,9
4332,"Um, Rachel Im really sorry.  Thats okay, do you wanna get back together?  Yeah, okay.  Did anyone else hear that?!",Phoebe,surprise,positive,443,7,3,17,1900-01-01 00:02:09.754,1900-01-01 00:02:17.886,8.132,20
4333,So how did you know I was even here?,Lydia,surprise,positive,444,0,1,23,1900-01-01 00:13:25.888,1900-01-01 00:13:29.390,3.502,9
4334,Your mom called me. So is this her?,Guy,neutral,neutral,444,1,1,23,1900-01-01 00:13:25.888,1900-01-01 00:13:31.726,5.838,8
4335,"No, this is a loaner.",Lydia,neutral,neutral,444,2,1,23,1900-01-01 00:13:31.894,1900-01-01 00:13:33.645,1.751,5
4336,I'm sorry you had to do this by yourself.,Guy,neutral,neutral,444,3,1,23,1900-01-01 00:13:35.606,1900-01-01 00:13:37.899,2.293,9
4337,"I wasn't by myself. I had a doctor, a nurse, and a helper guy.  So, did you see who won the game?",Lydia,neutral,neutral,444,4,1,23,1900-01-01 00:13:38.067,1900-01-01 00:13:47.242,9.175,22
4338,"Yeah, the Knicks by 10. They suck.",Guy,neutral,neutral,444,5,1,23,1900-01-01 00:13:47.409,1900-01-01 00:13:50.954,3.545,7
4339,"Yeah, they're not so bad.",Lydia,neutral,neutral,444,6,1,23,1900-01-01 00:13:51.664,1900-01-01 00:13:53.915,2.251,5
4340,"Im sorry I wont be able to make it to your imaginary wedding, but Im",Phoebe,neutral,neutral,445,0,8,8,1900-01-01 00:07:46.632,1900-01-01 00:07:49.176,2.544,15
4341,"I know. I know. I panicked, I panicked. I didnt want him to start yelling at me like I was some 74 Latour.",Rachel,surprise,negative,445,1,8,8,1900-01-01 00:08:00.313,1900-01-01 00:08:07.110,6.797,23
4342,Its Lafite. The 74 Latour is actually drinking quite nicely.,Phoebe,sadness,negative,445,2,8,8,1900-01-01 00:08:07.361,1900-01-01 00:08:12.991,5.63,10
4343,"All right here he comes. Im gonna do this, Im gonna tell him, Im gonna be strong.",Rachel,fear,negative,445,3,8,8,1900-01-01 00:08:14.911,1900-01-01 00:08:18.246,3.335,17
4344,I just called a friend of mine.,Dr. Green,neutral,neutral,445,4,8,8,1900-01-01 00:08:18.915,1900-01-01 00:08:20.417,1.502,7
4346,I think I may be able to book,Dr. Green,neutral,neutral,445,6,8,8,1900-01-01 00:08:21.375,1900-01-01 00:08:24.461,3.086,8
4348,What is it sweetie?,Dr. Green,joy,positive,445,8,8,8,1900-01-01 00:08:33.846,1900-01-01 00:08:37.724,3.878,4
4349,Theres not gonna be a wedding. Ross and I are not getting married.,Rachel,sadness,negative,445,9,8,8,1900-01-01 00:08:39.435,1900-01-01 00:08:42.312,2.877,13
4352,I dont believe this!!,Dr. Green,neutral,neutral,445,11,8,8,1900-01-01 00:08:43.794,1900-01-01 00:08:44.998,1.204,4
4353,"Oh now daddy, stay calm. Please.",Rachel,fear,negative,445,12,8,8,1900-01-01 00:08:45.149,1900-01-01 00:08:46.331,1.182,6
4355,How do you expect me to stay calm?!,Dr. Green,anger,negative,445,14,8,8,1900-01-01 00:08:46.651,1900-01-01 00:08:48.777,2.126,8
4356,This is unacceptable Rachel!,Dr. Green,anger,negative,445,15,8,8,1900-01-01 00:08:48.945,1900-01-01 00:08:50.697,1.752,4
4357,And I wanna know why?!!,Dr. Green,anger,negative,445,16,8,8,1900-01-01 00:08:50.697,1900-01-01 00:08:52.914,2.217,5
4358,Is it because that punk Ross wont marry you?!,Dr. Green,anger,negative,445,17,8,8,1900-01-01 00:08:53.074,1900-01-01 00:08:55.450,2.376,9
4362,"Yes. Yes, he says Im damaged goods.",Rachel,sadness,negative,445,20,8,8,1900-01-01 00:08:55.618,1900-01-01 00:08:58.912,3.294,7
4363,"So, youre like a zillionaire?",Phoebe,surprise,positive,446,0,3,19,1900-01-01 00:09:44.750,1900-01-01 00:09:46.626,1.876,5
4364,And youre our age. Youre our age.,Chandler,surprise,positive,446,1,3,19,1900-01-01 00:09:48.421,1900-01-01 00:09:50.755,2.334,7
4365,"Y'know what, you should like, you should buy a state and then just name it after yourself.",Phoebe,neutral,neutral,446,2,3,19,1900-01-01 00:09:51.465,1900-01-01 00:09:56.553,5.088,17
4366,What like Pete Dakota?,Pete,neutral,neutral,446,3,3,19,1900-01-01 00:09:57.138,1900-01-01 00:09:58.513,1.375,4
4367,"Yeah, or, or, or, Mississ-Pete.",Phoebe,neutral,neutral,446,4,3,19,1900-01-01 00:10:00.182,1900-01-01 00:10:01.850,1.668,5
4368,"Oh, oh, I got it! Pete-Chicago.",Joey,neutral,neutral,446,5,3,19,1900-01-01 00:10:03.436,1900-01-01 00:10:06.688,3.252,6
4369,Thats not a state Joe.,Chandler,neutral,neutral,446,6,3,19,1900-01-01 00:10:08.316,1900-01-01 00:10:10.275,1.959,5
4370,"Oh, and Mississ-Pete is?",Joey,neutral,neutral,446,7,3,19,1900-01-01 00:10:10.693,1900-01-01 00:10:13.111,2.418,4
4371,"I got to go, so ah, Ill see you guys later.",Pete,neutral,neutral,446,8,3,19,1900-01-01 00:10:15.197,1900-01-01 00:10:18.533,3.336,11
4374,"So ah, we on for tomorrow?",Pete,neutral,neutral,446,11,3,19,1900-01-01 00:10:22.997,1900-01-01 00:10:24.956,1.959,6
4376,Now get out of here you!!,Monica,joy,positive,446,13,3,19,1900-01-01 00:10:28.336,1900-01-01 00:10:30.670,2.334,6
4377,"Okay, Im running out of places I can touch him!",Monica,anger,negative,446,14,3,19,1900-01-01 00:10:36.719,1900-01-01 00:10:39.804,3.085,10
4378,"Look, is there something wrong with me?",Monica,sadness,negative,446,15,3,19,1900-01-01 00:10:40.473,1900-01-01 00:10:42.057,1.584,7
4379,I mean why am I only attracted to guys where theres no future?,Monica,sadness,negative,446,16,3,19,1900-01-01 00:10:42.224,1900-01-01 00:10:45.018,2.794,13
4380,"Either theyre too old, or theyre too young, and then theres Pete whos-whos crazy about me, and whos absolutely perfect for me, and theres like zip going on!",Monica,sadness,negative,446,17,3,19,1900-01-01 00:10:45.186,1900-01-01 00:10:53.735,8.549,28
4381,"I mean, seriously, does it sound like somethings wrong with me?",Monica,sadness,negative,446,18,3,19,1900-01-01 00:10:53.986,1900-01-01 00:11:03.912,9.926,11
4384,"Okay, Im gonna go get Frank.",Phoebe,neutral,neutral,447,0,3,18,1900-01-01 00:09:05.503,1900-01-01 00:09:07.504,2.001,6
4385,"So, were walking down the street and I turn to you and I say, Hey, lets go hang out at Totally Nude Nudes, remember?",Joey,neutral,neutral,447,1,3,18,1900-01-01 00:09:10.174,1900-01-01 00:09:16.930,6.756,24
4386,"And then, and then, you turn to me and say, Nah, lets just hang out at your place. Well, that was a nice move dumb ass.",Joey,joy,positive,447,2,3,18,1900-01-01 00:09:17.098,1900-01-01 00:09:23.353,6.255,26
4387,"Yeah, I think it was better when you guys were sad. Hey, uh, remember the roller blades?",Phoebe,neutral,neutral,448,0,6,6,1900-01-01 00:10:06.689,1900-01-01 00:10:12.986,6.297,17
4388,You know what else Im not gonna miss?,Rachel,anger,negative,448,1,6,6,1900-01-01 00:10:14.822,1900-01-01 00:10:16.783,1.961,8
4390,I wash the toilet 17 times a day.,Rachel,anger,negative,448,3,6,6,1900-01-01 00:10:17.491,1900-01-01 00:10:19.160,1.669,8
4391,"Even if people are on it!""",Rachel,anger,negative,448,4,6,6,1900-01-01 00:10:19.160,1900-01-01 00:10:20.934,1.774,6
4392,"""Hi Im Rachel, is my sweater too tight? No? Oh, Id better wash it and shrink it!""",Monica,anger,negative,448,5,6,6,1900-01-01 00:10:22.163,1900-01-01 00:10:27.542,5.379,17
4393,"""Im Monica, I dont get phone messages from interesting people. Ever!""",Rachel,anger,negative,448,6,6,6,1900-01-01 00:10:28.419,1900-01-01 00:10:31.963,3.544,11
4394,Hey! I call her!,Phoebe,joy,positive,448,7,6,6,1900-01-01 00:10:32.131,1900-01-01 00:10:33.632,1.501,4
4395,"""Oh my God, I love Ross! I hate Ross! I love Ross! I hate Ross!""",Monica,anger,negative,448,8,6,6,1900-01-01 00:10:34.842,1900-01-01 00:10:40.388,5.546,15
4396,"""Oh my God, I cant find a boyfriend!",Rachel,anger,negative,448,9,6,6,1900-01-01 00:10:41.307,1900-01-01 00:10:43.099,1.792,8
4397,"So I guess Ill just stumble across the hall and sleep with the first guy I find in there!""",Rachel,anger,negative,448,10,6,6,1900-01-01 00:10:43.351,1900-01-01 00:10:47.520,4.169,19
4398,"Yeah, we should get a move on if we wanna make those dinner reservations.",Phoebe,neutral,neutral,448,11,6,6,1900-01-01 00:10:53.235,1900-01-01 00:10:57.405,4.17,14
4399,"Item J437-A, color: winterberry.",Ross,neutral,neutral,449,0,8,17,1900-01-01 00:20:34.942,1900-01-01 00:20:41.864,6.922,4
4400,"Hi umm, listen come here, come in.",Ross,neutral,neutral,449,1,8,17,1900-01-01 00:20:49.456,1900-01-01 00:20:52.166,2.71,7
4401,Im so-so sorry about yesterday.,Ross,sadness,negative,449,2,8,17,1900-01-01 00:20:52.334,1900-01-01 00:20:55.044,2.71,5
4403,Its just that I,Ross,joy,positive,449,4,8,17,1900-01-01 00:20:56.678,1900-01-01 00:20:57.973,1.295,4
4404,"Listen Ross, you dont have to apologize. I understand why you were there.",Mona,neutral,neutral,449,5,8,17,1900-01-01 00:20:58.090,1900-01-01 00:21:02.802,4.712,13
4406,"Yeah, you still have feelings for me.",Mona,sadness,negative,449,7,8,17,1900-01-01 00:21:03.929,1900-01-01 00:21:06.071,2.142,7
4407,"And-and to be honest, I-I still have feelings for you.",Mona,joy,positive,449,8,8,17,1900-01-01 00:21:06.181,1900-01-01 00:21:10.268,4.087,10
4408,"And I wish that we can work it out Ross, but we cant.",Mona,sadness,negative,449,9,8,17,1900-01-01 00:21:10.435,1900-01-01 00:21:12.895,2.46,13
4409,"Its too complicated with you and Rachel and the baby, I-I just It just wasnt meant to be.",Mona,sadness,negative,449,10,8,17,1900-01-01 00:21:13.063,1900-01-01 00:21:20.444,7.381,18
4410,Oh God youre right.,Ross,joy,positive,449,11,8,17,1900-01-01 00:21:22.281,1900-01-01 00:21:24.115,1.834,4
4411,"Ross, wewe have to be strong. Okay, I-Im gonna go.  Can I? To remember you?",Mona,sadness,negative,449,12,8,17,1900-01-01 00:21:31.623,1900-01-01 00:21:39.797,8.174,16
4413,"Im telling you, if you want to take care of that thing, you should go to my herbal guy.",Phoebe,neutral,neutral,450,0,3,23,1900-01-01 00:13:06.410,1900-01-01 00:13:10.205,3.795,19
4414,"Thank you, but I want to remove it Pheebs. I dont want to make it savory.",Ross,neutral,neutral,450,1,3,23,1900-01-01 00:13:10.748,1900-01-01 00:13:15.043,4.295,16
4415,"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it.",Monica,neutral,neutral,450,2,3,23,1900-01-01 00:13:16.253,1900-01-01 00:13:22.300,6.047,18
4417,"Hi! Okay, dont be mad at me, but I couldnt resist.",Rachel,neutral,neutral,450,4,3,23,1900-01-01 00:13:27.389,1900-01-01 00:13:31.392,4.003,11
4419,"Yes, and I know that youd say no if he asked you, but Im sorry; how great would you look walking down the aisle in this Donna Carin.",Rachel,neutral,neutral,450,6,3,23,1900-01-01 00:13:32.895,1900-01-01 00:13:41.236,8.341,28
4420,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",Phoebe,sadness,negative,450,7,3,23,1900-01-01 00:13:41.904,1900-01-01 00:13:49.869,7.965,13
4421,"It is so weird, I know what I said, but uh, this morning, I was lying in bed I was, I was imagining what it would be like to say yes.",Monica,surprise,positive,450,8,3,23,1900-01-01 00:13:51.038,1900-01-01 00:13:59.254,8.216,31
4422,"I know its a little sudden, and its a little rushed, and its totally not like me to do something like this, but that doesnt mean I cant.",Monica,joy,positive,450,9,3,23,1900-01-01 00:14:02.341,1900-01-01 00:14:11.432,9.091,28
4424,"I mean Im-Im crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",Monica,joy,positive,450,11,3,23,1900-01-01 00:14:11.600,1900-01-01 00:14:18.815,7.215,27
4426,I know.  I need more pie.,Monica,neutral,neutral,450,13,3,23,1900-01-01 00:14:24.196,1900-01-01 00:14:27.866,3.67,6
4427,"Hey Mon umm, if you do get married, can I bring two guests?",Phoebe,neutral,neutral,450,14,3,23,1900-01-01 00:14:30.119,1900-01-01 00:14:33.955,3.836,13
4428,You didnt break up with that fireman?,Rachel,surprise,negative,450,15,3,23,1900-01-01 00:14:36.959,1900-01-01 00:14:38.960,2.001,7
4429,"No, that was my way of telling you.",Phoebe,neutral,neutral,450,16,3,23,1900-01-01 00:14:39.128,1900-01-01 00:14:41.045,1.917,8
4430,"Well, it turns out hes incredibly sensitive, he keeps a journal and he paints.",Phoebe,neutral,neutral,450,17,3,23,1900-01-01 00:14:42.131,1900-01-01 00:14:47.051,4.92,14
4431,He even showed me charcoal drawings that he drew of me.,Phoebe,neutral,neutral,450,18,3,23,1900-01-01 00:14:47.219,1900-01-01 00:14:49.429,2.21,11
4433,"Yeah, well hed prefer water colors, but y'know, he has easy access to a lot of charcoal.",Phoebe,neutral,neutral,450,20,3,23,1900-01-01 00:14:50.806,1900-01-01 00:14:54.851,4.045,17
4434,"So then, are you going to dump Jason?",Monica,neutral,neutral,450,21,3,23,1900-01-01 00:14:57.813,1900-01-01 00:14:59.355,1.542,8
4435,"Well, yeah, because I have to break up with someone, and Okay so Jason is sensitive,  but now sos Vince  Plus, Vince has the body y'know?",Phoebe,neutral,neutral,450,22,3,23,1900-01-01 00:14:59.523,1900-01-01 00:15:09.574,10.051,26
4436,So Its really just about the math.,Phoebe,neutral,neutral,450,23,3,23,1900-01-01 00:15:09.742,1900-01-01 00:15:15.371,5.629,7
4437,"Ok, so it's a tie again, 41 to 41.",Mike,neutral,neutral,451,0,9,23,1900-01-01 00:43:49.376,1900-01-01 00:43:51.836,2.46,9
4438,"Ok, look! Enough is enough!",Chandler,anger,negative,451,1,9,23,1900-01-01 00:43:53.797,1900-01-01 00:43:56.758,2.961,5
4439,"No, I have just to have two more points to beat him!",Monica,joy,positive,451,2,9,23,1900-01-01 00:43:56.925,1900-01-01 00:43:58.886,1.961,12
4440,"Monica, that was also true an",Chandler,neutral,neutral,451,3,9,23,1900-01-01 00:43:58.886,1900-01-01 00:44:01.287,2.401,6
4441,I can't just walk away! I've put in four hours!,Monica,anger,negative,451,4,9,23,1900-01-01 00:44:20.366,1900-01-01 00:44:23.159,2.793,10
4444,You knew this about me when you married me!,Monica,neutral,neutral,451,5,9,23,1900-01-01 00:44:23.702,1900-01-01 00:44:26.079,2.377,9
4445,You agreed to take me in sickness and in health.,Monica,neutral,neutral,451,6,9,23,1900-01-01 00:44:26.246,1900-01-01 00:44:29.207,2.961,10
4446,"Well, this is my sickness!",Monica,anger,negative,451,7,9,23,1900-01-01 00:44:29.375,1900-01-01 00:44:31.668,2.293,5
4447,"Oh yeah-yeah, the lobster.",Joey,neutral,neutral,452,0,8,12,1900-01-01 00:15:58.749,1900-01-01 00:16:01.542,2.793,4
4448,"Yeah, I mean I was up sick all night.",Rachel,neutral,neutral,452,1,8,12,1900-01-01 00:16:01.710,1900-01-01 00:16:05.089,3.379,9
4450,Really?! How come we didnt cross paths?,Rachel,surprise,positive,452,3,8,12,1900-01-01 00:16:05.506,1900-01-01 00:16:08.049,2.543,7
